"msgid","convo","comm","content","inbound","read","tw_sid","tw_status","created","status_cleared"
3906,832,489,"Hi Amy, This is Kristin.  I got the community service hours that you dropped off.  Thank you.",FALSE,TRUE,"SM5e5201d045c74d8e909909676a3df0aa","sent","2016-07-20 15:49:27.923766+00",TRUE
3907,832,489,"I am not familiar with this organization. Do they have a website or something you could direct me to?",FALSE,TRUE,"SM7a26d3654cc441939a2a0f2174085e46","sent","2016-07-20 15:49:49.394736+00",TRUE
5034,1308,666,"Hi Travis,  You have court tomorrow, (8/4) at 10am. Thanks, Rob",FALSE,TRUE,"SM4bd464c77795442f974ae1ca5c0ffece","sent","2016-08-03 19:09:43.178304+00",TRUE
3915,984,551,"Good",TRUE,TRUE,"SMa139f74b77c645440f5d20c01ef32906","received","2016-07-20 16:50:56.272326+00",TRUE
3911,435,221,"August 25 it will have been 90 days. If they haven't filed I will close out Fail to File. They can still file on a misdemeanor 4 years and felony 7 years.",FALSE,TRUE,"SMd69753ae8b7a4889821c32ee05553450","sent","2016-07-20 16:13:00.467242+00",TRUE
3909,831,139,"Yea call me..",TRUE,TRUE,"SM37fac5db184a4a6d3d371e6a5a3d43da","received","2016-07-20 15:56:16.342245+00",TRUE
3910,966,545,"No I have gone there, they havent gotten me in for the evaluation yet but Im still planning on doing that.",TRUE,TRUE,"SM93b6182fb18bb961c75ec95dc16e7e4c","received","2016-07-20 16:11:26.574642+00",TRUE
3921,985,140,"Hey this is Anthony, there is still a SAG group today at 5 correct?",TRUE,TRUE,"SM370e12726945072031705c5fa951bfb8","received","2016-07-20 17:13:35.925596+00",TRUE
3914,984,551,"David, this is Nicole your probation case manager. This is a test text. Please respond.",FALSE,TRUE,"SM4a0b8f8f71ed4176a76bc454947cc275","sent","2016-07-20 16:48:43.929617+00",TRUE
4304,942,537,"I have a random question. Do you know if I was positive for opiates on that test last friday?",TRUE,TRUE,"SMa1f08af8653226191276a0cec9107ac5","received","2016-07-26 23:45:11.206593+00",TRUE
3920,689,397,"(3/3) able to make it to ua today? Call me or msg me back please and thank u",TRUE,TRUE,"SM9e6af15552c1460a048579d961c135be","received","2016-07-20 17:11:06.921571+00",TRUE
3916,442,226,"Sorry I didnt come by yesterday I was just way tired Jo Ann.  If you want Ill come stop by today let me know.  So do I need to check in with p re trial or call Tasc anymore?",TRUE,TRUE,"SMa9c4ca5a7a71f9850f00739399099d37","received","2016-07-20 16:51:39.016954+00",TRUE
3917,442,226,"Yea, you should stop in. I totally understand, you've been through it. And no, you have successfully completed Pretrial and don't need to call or test!!!",FALSE,TRUE,"SM47f8fdb9c5f64aa286688d1246bf51fd","sent","2016-07-20 17:10:08.372119+00",TRUE
4300,616,319,"Me and my family is Homeless as of today and my car is before down please I go to settencing Friday",TRUE,TRUE,"SM10f4baf9117f23bd70c8e64d6573b755","received","2016-07-26 22:35:00.335621+00",TRUE
4302,610,315,"My mother threw away all the papers that I had it written on and I couldnt find a way to get back in touch with him. I wrote you on the 22nd asking for the info again did you not get my texts?",TRUE,TRUE,"SM5460ee1da6aa303f4ae57013a74c3409","received","2016-07-26 23:05:19.920434+00",TRUE
4306,1040,571,"Yup",TRUE,TRUE,"SM92e837a73d1b74351ddffda26809e726","received","2016-07-27 01:07:31.225028+00",TRUE
3918,689,397,"(1/3) Ray its vanessa, for some reason I gotta ua again today? I have no money, no gas, and my financial hasnt come threw yet, what am I supposed to do? The o",TRUE,TRUE,"SM2be22d5866905ead0765ed05eb6f1674","received","2016-07-20 17:11:05.819704+00",TRUE
3922,442,226,"Cool ya I will stop in today probably 1 or 2 cool?",TRUE,TRUE,"SM10e1899f392c2f31b9533a0eb687189c","received","2016-07-20 17:14:53.019997+00",TRUE
3913,758,441,"Running a few minutes late for our appt, see you shortly thnks.",TRUE,TRUE,"SMcd55f8ce9a6e8936efb542856bd9d53d","received","2016-07-20 16:37:29.835485+00",TRUE
3919,689,397,"(2/3) nce a week was perfect, I can manage that. I have a Dr appt. That Im heading to now and Ive been having mild contractions, I dont even know if Ill be",TRUE,TRUE,"SM71861584fda3f39b727c1e05846de570","received","2016-07-20 17:11:06.416415+00",TRUE
4399,1079,588,"Sounds good...I'll see you at 4. Thanks",FALSE,TRUE,"SM831cd3f5304e459a8c9486ca834b899a","sent","2016-07-27 18:37:28.693488+00",TRUE
4301,1053,547,"Case Manager: Will Howard Hi Matt, its Lacey Mudrow. I wanted to let you know that I am here. Sorry Im a little late.",TRUE,TRUE,"SMc9e392fbb9769c1cc001b2a9a9857071","received","2016-07-26 22:39:13.155311+00",TRUE
4418,1089,336,"It's Brad Buckmiller. My email is: BBuckmiller@slco.org and my phone # is 385-468-3579. Our FAX is 385-468-3522  Thanks",FALSE,TRUE,"SM63a0a187d202439f845e6493f06f7e9d","sent","2016-07-27 21:07:43.674778+00",TRUE
4305,977,549,"Hey kenia can set me a tesing my wife got paid today",TRUE,TRUE,"SMb631830838ee9552a934dfec1c5628c8","received","2016-07-27 00:10:05.599544+00",TRUE
4547,1146,140,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SM810d20ae685f4e97bf49a10bce65235d","sent","2016-07-28 22:00:37.433354+00",TRUE
4400,1079,588,"No problem see you then",TRUE,TRUE,"SM84d1c76c598dc1a4594d947fcb6411c8","received","2016-07-27 18:39:40.71979+00",TRUE
4308,1044,575,"it does indeed",TRUE,TRUE,"SMc94a4f94103ee074346503086ffb7e5b","received","2016-07-27 01:46:50.125494+00",TRUE
4412,1074,539,"No, they said you must have the money when you go in.",FALSE,TRUE,"SM2f835c336232456a8436f02c01a517f4","sent","2016-07-27 20:26:52.357108+00",TRUE
4414,1086,539,"Great! Thanks. :)",FALSE,TRUE,"SM733f9117d7ec4379abc234c86aa19dfb","sent","2016-07-27 20:27:58.254663+00",TRUE
4416,1088,343,"Hi Jayne it's Brad. Can you call me? 385-468-3579 Thanks.",FALSE,TRUE,"SM59b116211a834731bdd9fe713f92a299","sent","2016-07-27 20:41:09.860646+00",TRUE
4506,1116,584,"I can meet with you Monday 08/01 @ 2p",FALSE,TRUE,"SMd2fcbe9902bd429cb4ebf013d427730d","sent","2016-07-28 19:51:02.736602+00",TRUE
4507,1120,600,"I have it set up now to send you an automatic text the days you are scheduled to test. I set it out through September.",FALSE,TRUE,"SM36c5897fa74f48198cd3e610b293db3a","sent","2016-07-28 19:53:36.819326+00",TRUE
4548,1147,120,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SMdfd887a5718743fda669850671fa9f50","sent","2016-07-28 22:00:53.601696+00",TRUE
4550,1149,547,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SM9c6bd6d14124485db25980f3d321f7f3","sent","2016-07-28 22:01:28.941311+00",TRUE
4549,1148,126,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SMec3b614748174bf497d54fca97984242","sent","2016-07-28 22:01:16.731928+00",TRUE
4551,1150,55,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SM5804ac30964147fca824db81891cf6b6","sent","2016-07-28 22:01:49.37707+00",TRUE
3912,832,489,"Yes they do. I know Jaime could direct you to it. Her number is on the paperwork.",TRUE,TRUE,"SM53008b849a736e1a7edf5481bc091920","received","2016-07-20 16:30:22.031509+00",TRUE
5035,712,295,"Brian - you have completed your pretrial successfully and you case with my office is closed. Good luck in your future endeavors.",FALSE,TRUE,"SMe0176e15733d4c8da5f8232421d7aa46","sent","2016-08-03 19:36:44.55061+00",TRUE
4558,1156,119,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SM06fcf94d32fc44569a4f4b9807a7c76b","sent","2016-07-28 22:04:38.844537+00",TRUE
4559,1157,73,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SMcec77f4dd7754f719215fa9d41815b20","sent","2016-07-28 22:04:50.546219+00",TRUE
4620,942,537,"Ok thanks. I mentioned it to you Wednesday but Im working all day today and got called in to test. I will probably be able to leave early but theres no chance I can just test tomorrow is there?",TRUE,TRUE,"SM933011424d50d697677d059734465de5","received","2016-07-29 15:04:35.428312+00",TRUE
4622,942,537,"If not its ok I will make sure I can leave early I was just checking for convenience",TRUE,TRUE,"SM3478d981d1e16bf17c7ec9dd005eeff0","received","2016-07-29 15:08:11.432676+00",TRUE
6354,1640,761,"Remember to call and schedule appt with Zac.",FALSE,TRUE,"SMbedec307fbd14ce39eb7167529df01d1","delivered","2016-08-16 21:35:03.957449+00",TRUE
4624,942,537,"Ok d",TRUE,TRUE,"SMb43643268576a1f44c6e5958859c19e3","received","2016-07-29 15:09:04.632548+00",TRUE
4621,1179,436,"Good morning Chris, I went thru the assessment Wednesday and he said hell get it to you asap, he is going out of town for a little bit but hopefully can get it to u soon. Also we are planning a boat trip to Yuba lake next wknd, leaving Friday after work and returning Monday afternoon. Will that be ok?",TRUE,TRUE,"SMad2d6678b98c32b0b702bb41b2017eed","received","2016-07-29 15:06:04.13343+00",TRUE
6338,1634,665,"Hi Jessica, unfortunately I will not be in court tomorrow so in the event I don't see you again, I just want to encourage you to continue doing what you are doing no matter what happens, and continue to put your sobriety and your family above everything else. Don't let it discourage you should the offer be revoked. I sent an email to the team advocating on your behalf as I stated I would, and I let them know that your mom would like to speak to the judge as well. You have really turned your life around and you should be proud of yourself for all that you have done in such a short amount of time. Keep your head up and reach out for support when you feel you need it.",FALSE,TRUE,"SM271a6f42a6c448d2b2b5f90bf1ae82c5","delivered","2016-08-16 20:45:49.189827+00",TRUE
6339,1634,665,"M@. ",FALSE,TRUE,"SM292ea3f8eeaf42f6858a49bc18310420","delivered","2016-08-16 20:45:49.209621+00",TRUE
6345,1637,665,"I honestly don't know what is going to happen. As I said before, Todd has revoked his offer of ASAP and I argued on your behalf to stay in the program. Now it'",FALSE,TRUE,"SMecce4c8c90554ed993bd805c595b7eb4","sent","2016-08-16 21:09:13.927468+00",TRUE
6346,1637,665,"s up to Todd. And like I said before, go in expecting the worst. But don't give up on your sobriety, either way. Continue seeking out treatment and putting you",FALSE,TRUE,"SM5d93b6c9099a46c7b63e6d19435839ab","sent","2016-08-16 21:10:15.587793+00",TRUE
6347,1637,665,"r recovery above all else.  M@.",FALSE,TRUE,"SM03331b4041ab4e54a6c532d91764fc19","sent","2016-08-16 21:10:27.400874+00",TRUE
6348,1638,665,"Thanks for being so amazing and such a great support to me. If I do kicked out I will still keep in touch !",TRUE,TRUE,"SM5e8fc07a0134f9468843eb0a262c6113","received","2016-08-16 21:13:51.272562+00",TRUE
6349,1638,665,"No problem! Definitely keep in touch! M@.",FALSE,TRUE,"SM2de8cc81045c488b8654600141d2a149","sent","2016-08-16 21:14:29.422784+00",TRUE
6922,1445,721,"Hi Nicole,  I am scheduled for an appointment with ARS September 21, at 8:30 AM. This is the first appointment they had available but I am on a wait list to get in earlier.  Im planning on attending the victim impact panel scheduled on August 24 unless Matthew has too much homework.  I am not currently taking any prescription medications.  Occasionally I may take something from an old prescription that I didnt use. I will let you know if it is something that may affect testing. I do not have insurance and cannot afford to go to the doctor or pay for medication so I will not be getting any new prescriptions for a while. I will contact you when that changes.  My daily regimen consists of a multivitamin, calcium plus D3, hair skin and nails vitamin, ActiVit, 800 mg ibuprofen, I,000 milligrams Tylenol. OTC meds vary and used PRN. I use NyQuil occasionally and Sudafed for a chronic sinus infection that needs surgery.  Please call me when you get a chance. I would like to discuss the possibility of decreasing/eliminating my drug testing. I spoke with my attorney about talking to the judge about eliminating my drug testing based on the fact I have never nor do I currently use drugs or alcohol. I do not take any prescribed medications and have not taken Ambien for two years. My attorney thought it was unusual to be drug testing under my circumstances but suggested I speak with you about decreasing my testing or eliminating it based on my test results. Please let me know what I need to do to decrease or eliminate drug testing.  Thanks! Wendy",TRUE,TRUE,"SM66b4655c18d496204f7729ea7e1ec0bb","received","2016-08-22 20:57:35.092886+00",TRUE
6350,1639,414,"It's Brad @ probation. The court issued an arrest warrant for you you. You should call the court immediately @ 801-238-7321 and request a hearing.",FALSE,TRUE,"SMe7dcbba50f4a4e82a255b24b95bc4bdb","delivered","2016-08-16 21:21:04.817383+00",TRUE
6353,1619,771,"zac",FALSE,TRUE,"SM5dac0f0eeccf421b8d4e0bf68368ceec","sent","2016-08-16 21:33:30.198742+00",TRUE
7252,1370,686,"Are you okay?",FALSE,TRUE,"SM95cc2c35660e40398bccb800ba4b0f4c","sent","2016-08-24 16:14:52.056721+00",TRUE
7225,1804,593,"FROM YOUR CASE MANAGER:  This is a courtesy reminder that you must drug test today with TASC.  They are open from 7am-7pm weekdays and 7am-3pm on weekends.",FALSE,TRUE,"SM46bfb2d8990a4ed2b50a269d85802c6e","delivered","2016-08-24 14:31:39.252931+00",TRUE
7249,1802,871,"If not, can you go make at least a small payment today so I can put you on the good list for tomorrow.",FALSE,TRUE,"SMc3e40951cd0b4b4a949c328b6834bb5b","sent","2016-08-24 15:59:36.266494+00",TRUE
6852,1191,620,"Hey Michael please call me as soon as youre out of your  meeting,  I went to go do my intake downtown at the Valley mental health building and I decided its just not for me also I found out theres a building on 3900 S. and 1100 E. thats way closer to my house so I wanted to go there and get it done this morning but I guess they need to call you first before transferring my files over there so Im just waiting so please call me soon as possible",TRUE,TRUE,"SM60cff28fab60027e497fc56513e28b6d","received","2016-08-22 15:59:27.84004+00",TRUE
7253,595,307,"Do you have your case number?",FALSE,TRUE,"SMb653e938ccd044bd90331728221461ae","sent","2016-08-24 16:15:32.028952+00",TRUE
7255,1484,739,"Ok. Let me know when you have it scheduled. Thank you.",FALSE,TRUE,"SM8bda97e40a634fee9185f34e65729b40","sent","2016-08-24 16:21:19.88063+00",TRUE
7256,595,307,"I no longer have your file. You have been closed out. I will request it.",FALSE,TRUE,"SMaa761dc48a0c4dfb97e623755488a76c","sent","2016-08-24 16:22:00.669811+00",TRUE
7261,1370,686,"Im in job interview right now everythings fine thank you",TRUE,TRUE,"SMa1ea68c7a02eaa6105f24f063ebbe096","received","2016-08-24 16:26:57.54389+00",TRUE
7262,1809,593,"FROM YOUR CASE MANAGER:  This is a courtesy reminder that you must test today with TASC.  They are open from 7am-7pm on weekdays and 7am-3pm on weekends.",FALSE,TRUE,"SMa148680ed7b94ef0ab80a10b691639a3","delivered","2016-08-24 16:41:12.091877+00",TRUE
7274,1449,723,"Your commitment was to ""stay focused"".",FALSE,TRUE,"SM347c9b892eda43cfb8280ad895f5d305","sent","2016-08-24 17:28:05.514716+00",TRUE
4560,1158,64,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SM717e72f34bd943e98e318afb93d1a543","sent","2016-07-28 22:05:06.703917+00",TRUE
4561,1159,65,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SM88c48d4ba86f4d4e8dc90035cb0cc2f3","sent","2016-07-28 22:05:19.867762+00",TRUE
4562,1160,184,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SMe36a8a2c2df44862a41129329fe38a8c","sent","2016-07-28 22:05:31.864744+00",TRUE
4564,1162,53,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SMe117f025169c479aa84d7d2dccbfa9b4","sent","2016-07-28 22:06:34.906524+00",TRUE
4563,1161,77,"4 those who R graduating, or would like 2 attend gradu8ion, it will B held Oct 24th, @5:30PM in the County Council Chambers, loc8d on the 1st floor of N. Bldg.",FALSE,TRUE,"SM5d5e1b9ae4ac4cdaad1ddd639fd2ae2e","sent","2016-07-28 22:06:18.267221+00",TRUE
6340,1635,473,"David, I received your message. Please let me know once you've rescheduled your appointment at Valley. ",FALSE,TRUE,"SM39a45ae8a5a6420194504e9e2f89062c","delivered","2016-08-16 20:48:02.454613+00",TRUE
6387,758,441,"We spoke briefly about last time you were in. It provides more supervision and better treatment services. I believe it would be a good fit for your situation.",FALSE,TRUE,"SMd56d02a539da462fa1e03fafd022c6dd","sent","2016-08-17 13:54:25.992986+00",TRUE
6342,1636,434,"You forget to do something yesterday? ",FALSE,TRUE,"SMce17125a917c4620a3ad5dacb27cd20b","delivered","2016-08-16 20:59:23.483005+00",TRUE
6356,1641,760,"test",FALSE,TRUE,"SM45ecf369cefb403ea74c3b7572c4d449","delivered","2016-08-16 21:55:56.711932+00",TRUE
6359,1619,771,"drug court",FALSE,TRUE,"SM493c4bfa815c4f0ba26c9a0aedee63f0","sent","2016-08-16 21:57:22.537384+00",TRUE
6389,1648,827,"No problem. See you next week.",FALSE,TRUE,"SM023f24936a3b45288c35cdb7eca69262","sent","2016-08-17 13:56:32.027687+00",TRUE
6362,1642,667,"It's Brad @ probation. You had an appointment at 4. Where are you? Call me immediately @ 385-468-3579",FALSE,TRUE,"SM60f725d4f5254fc7b71078857f6b1edf","delivered","2016-08-16 22:21:46.445029+00",TRUE
6364,758,441,"Oh I see. Yeah I wasn't going to have you arrested. I actually wanted to have you meet with someone to redo your assessment with us so I could possibly get you",FALSE,TRUE,"SM7f6c8da722b54d9b83fe0e354969e17c","sent","2016-08-16 22:30:57.26153+00",TRUE
6365,758,441,"into the ISP program.",FALSE,TRUE,"SM0fb307561b0c4298a3dbc0877f0e77c4","sent","2016-08-16 22:31:18.455262+00",TRUE
6366,1620,772,"I just looked all over for you, and I cant find you.  Someone said that you went to get a slurpee.",FALSE,TRUE,"SM29092f5bd88f4b3c8b16724bae22614b","sent","2016-08-16 23:05:57.640576+00",TRUE
6369,1619,771,"Sorry",FALSE,TRUE,"SMb52abceff5f444348368fa151e40802e","sent","2016-08-16 23:07:41.495386+00",TRUE
6367,1643,554,"Hey Mark, This is Kip Webster.  I am just texting you so you have this number.  Our appointment is for 8/23 at 3:30.",FALSE,TRUE,"SMfcc308a3d4934e86b4e765242812844c","delivered","2016-08-16 23:07:33.338457+00",TRUE
6384,981,550,"From Kent Cameron - Pretrial Services - You have not checked in since 08/08/16. Please resume checking in. Thanks",FALSE,TRUE,"SM4168f3eadd09406e88b7edb7eb054f03","sent","2016-08-17 13:37:04.847099+00",TRUE
6385,668,386,"From Kent Cameron - Pretrial Services - This is a courtesy reminder of your hearing on 08/18/16 @ 1:30 pm in the West Jordan District Court.",FALSE,TRUE,"SM60e7e8412a7348369c9bce5d91d97487","sent","2016-08-17 13:46:46.017557+00",TRUE
7246,1803,872,"Yes, its Josh.. thanks EJ",TRUE,TRUE,"SMb036b65c89d9d97e3d7a64811c3dae8c","received","2016-08-24 15:33:59.923717+00",TRUE
6386,1648,827,"This is Chris, with probation. I received your message. I have that our appointment is already set for next week 08/24 @ 8:30. Does that work?",FALSE,TRUE,"SM2634884cc6e843a484ee2e19bf72368e","delivered","2016-08-17 13:51:49.732571+00",TRUE
7267,595,307,"And Becky  with third district court said I do not have a $.76 remaining balance and to call her if you have any questions about that",TRUE,TRUE,"SM19d3f8e546f6ec354617650f66341585","received","2016-08-24 17:02:26.578696+00",TRUE
7250,1191,620,"Hey Michael please give me a call officer minor said your in the office today",TRUE,TRUE,"SMae64ea0911144fba8690cd8ef011a106","received","2016-08-24 15:59:47.803996+00",TRUE
7260,1370,686,"Ya",TRUE,TRUE,"SM66381db199be939f76ce141d1b24601c","received","2016-08-24 16:26:38.908136+00",TRUE
7278,1813,874,"This is Zac from Drug Court.  Jason just wanted a cigarette.  But your phone cut out and your did not answer.",FALSE,TRUE,"SMe983b68c06e24307996c33fd50daddeb","delivered","2016-08-24 17:41:21.11305+00",TRUE
7277,1449,723,"U made that up ....",TRUE,TRUE,"SM35b337114456bca596672ad192e02100","received","2016-08-24 17:33:00.503797+00",TRUE
7263,595,307,"Case number 151911700",TRUE,TRUE,"SMa207f993a2ff96872d6776ee734af936","received","2016-08-24 16:45:23.862891+00",TRUE
7258,595,307,"I dont know why you cant just type what you told me over the phone.. Do you need my case number?  I feel like saying my full name, the reason for my",TRUE,TRUE,"SMae83a29a2b0ec0d46a76a3efb8885d38","received","2016-08-24 16:23:48.176386+00",TRUE
7273,595,307,"I can send it without the case number. It is just better to have on there. Also, I have 50+ clients and have been out of town. I will get it to you asap.",FALSE,TRUE,"SM1d48cd97e30f47fe8abeb0609f12910a","sent","2016-08-24 17:23:44.164335+00",TRUE
7272,1802,871,"Can you email Matt about something about changing my plea. So I can still graduate with restitution. Some tgonf about It being reduced to a misdemeanor instead of being dismissed. I keep trying to get ahold him and I cant",TRUE,TRUE,"SMaee60fab9ef6dbb055601867297bf1ad","received","2016-08-24 17:22:38.466896+00",TRUE
7617,1378,263,"Kenneth, I tried to call Labcorp but they appear to be closed at 4pm your time.  I will contact them Monday at 10am your time before your appointment.",FALSE,TRUE,"SM8c72a116315c4a87b217d0a3948ccee9","sent","2016-08-26 20:42:25.243858+00",TRUE
7618,1868,667,"Okay. I'll plan on seeing you Monday afternoon between 1:30 and 4:30.",FALSE,TRUE,"SM222f5585612946aebb2b80bfa5baf5a2","sent","2016-08-26 20:43:00.539971+00",TRUE
7624,1816,875,"Okay, thanks for the update. See you soon.",FALSE,TRUE,"SMaa13dee2d7f940e6a27917dfbd0bcb59","sent","2016-08-26 21:04:03.595506+00",TRUE
7470,1843,884,"Otherwise I work mom through Friday 7 to 330 today was a slow day",TRUE,TRUE,"SMac7340449521b7cbb0ef50938c87dce9","received","2016-08-25 19:12:38.36312+00",TRUE
7567,1362,376,"Gene,  I just called and am supposed to test today. Just a reminder I am leaving for the funeral in Boise as soon as Im off work today at 3 and will be back Sunday at 2 and have to head straight to work from the airport. I am gonna see if I can hurry downtown and test even though Im at work and the only manager and we open in 55 minutes!!!",TRUE,TRUE,"MM9bef2e04082bb97adf6fdcc433a2d0df","received","2016-08-26 16:07:14.994007+00",TRUE
7626,1362,376,"Understand.. make sure you call TASC even while you're away..",FALSE,TRUE,"SMa1d937ec184a434e8acdc220b250efd8","sent","2016-08-26 21:38:59.032656+00",TRUE
7630,1362,376,"Cool..",FALSE,TRUE,"SM21945d9f76b247aebd3b34a722bf204e","sent","2016-08-26 21:42:56.555352+00",TRUE
7634,1869,892,"Remember a missed test is considered to be a positive test..Can you meet in the AM on the 12th? Or?",FALSE,TRUE,"SM5ab699ab76f74219a5b12fa8a52660d8","sent","2016-08-26 21:55:03.546262+00",TRUE
4565,865,500,"Danny, this is Nicole your probation case manager. I was checking your information and saw that you have done really well at making it in for drug testing.",FALSE,TRUE,"SMe98d023c05204ca3a5f853d11a03870c","sent","2016-07-28 22:18:11.797562+00",TRUE
4566,865,500,"Great job!",FALSE,TRUE,"SMcff5db7a94f841ac97813e903391bfc4","sent","2016-07-28 22:18:29.957433+00",TRUE
4567,776,454,"Patrick, this is Nicole your probation case manager. I received your voicemail. Thank you for the update.",FALSE,TRUE,"SMf6a7cf6e3e714db693b6c2dcf3ff7525","sent","2016-07-28 22:19:56.618548+00",TRUE
4569,1163,608,"Hiiiiii!!!! :) ",FALSE,TRUE,"SM818180a667ec46009fafce9ac3eb7d4a","sent","2016-07-28 22:21:32.069255+00",TRUE
4568,620,323,"Caroline, I spoke with my supervisor and you are good to go as long as I get those drug tests and they are negative. The only thing you will need to do is",FALSE,TRUE,"SMb5149927ef4943038945913d8a57233a","sent","2016-07-28 22:21:28.933353+00",TRUE
4571,620,323,"bring me a receipt from a gas station or something as documentation that you were in Mirror Lake. I will wait for those drug tests. Thank you.",FALSE,TRUE,"SMe6d56de88a4440688033b80cf710875b","sent","2016-07-28 22:22:16.403568+00",TRUE
4573,1163,608,"This is Bree from Criminal Justice Services.",FALSE,TRUE,"SM70af4d04144a442c8aacc3f4c8146eea","sent","2016-07-28 22:22:56.304906+00",TRUE
4574,1164,609,"Please call the office by no later than Friday, we need to re-scheduled your appointment.",FALSE,TRUE,"SM38647c82e57040d09b83a3e5ffa11117","sent","2016-07-28 22:52:16.847608+00",TRUE
4575,1164,610,"Please contact our office at 385-468-3509 before 5pm today.",FALSE,TRUE,"SM90403a759508496084aa24ea1bbd5149","sent","2016-07-28 22:55:42.525102+00",TRUE
4578,1165,538,"I can get faxes. My fax is 385-468-3560 M@.",FALSE,TRUE,"SMf29b58e5667840a79a23e050fe6789fc","sent","2016-07-28 23:16:14.359847+00",TRUE
6344,1637,665,"And thank you I heard you sent an email to the team. Youre amazing! Thanks for everything youve done for me",TRUE,TRUE,"SM82113455d056ce9649e690fd7df70780","received","2016-08-16 21:04:56.977652+00",TRUE
7269,1809,593,"FROM YOUR CASE MANAGER:  This is a courtesy reminder that you have an appointment tomorrow.  If you are unsure of the time or need to reschedule, please reply.",FALSE,TRUE,"SMe6d02fba93414601909cd2576b2c929f","sent","2016-08-24 17:13:08.53066+00",TRUE
6358,1641,760,"Oops I meant got that one!",TRUE,TRUE,"SM35500fc8691f45f17bf320c12e11401f","received","2016-08-16 21:56:35.108387+00",TRUE
7268,1809,593,"FROM YOUR CASE MANAGER:  This is a courtesy reminder that you must test today with TASC.  They are open from 7am-7pm on weekdays and 7am-3pm on weekends.",FALSE,TRUE,"SMdad0a89df7d146b48aaeacca98861454","sent","2016-08-24 17:13:08.501574+00",TRUE
6373,758,441,"Shit I feel like a jerk now, I really am sorry Chris...whats the ISP program?",TRUE,TRUE,"SMdb5e5803b7c3a1539a61d3f99b622fd6","received","2016-08-16 23:28:31.541372+00",TRUE
6363,758,441,"Someone  managed to convince me Id be arrested on my warrant if I came in, sorry I should of let you know it was rude of me to just not show up.. so can we make an appt for after my court date on the 22nd?",TRUE,TRUE,"SM203b1cd0b9d96e9a4a42e8f6e5e31874","received","2016-08-16 22:28:43.138656+00",TRUE
6370,993,554,"K thanks",TRUE,TRUE,"SM796ce3cb464a198d31e7c185f31229b6","received","2016-08-16 23:07:57.31714+00",TRUE
6371,1643,554,"K thanks",TRUE,TRUE,"SM796ce3cb464a198d31e7c185f31229b6","received","2016-08-16 23:07:57.31714+00",TRUE
7264,595,307,"What else do I need to expedite this",TRUE,TRUE,"SMf0c813b9e502a93c9ae79026ff515358","received","2016-08-24 16:45:44.542979+00",TRUE
7276,1802,871,"Okay",TRUE,TRUE,"SM33c2d33850e72b3e70d6ad499b4b09c8","received","2016-08-24 17:31:56.234605+00",TRUE
6372,1640,761,"We have an appointment. Im going in at 9:30 on Thursday. Is this that texting number I take it?",TRUE,TRUE,"SM7db53ffa42c23497083df716ffec0037","received","2016-08-16 23:25:11.823325+00",TRUE
6360,1608,817,"Never mind i found it no test today",TRUE,TRUE,"SM49ef4f4329bce5daf4950cd4a21fc84b","received","2016-08-16 22:05:50.865063+00",TRUE
6352,1360,538,"Matt its Cassandra Rowley could you call me please?",TRUE,TRUE,"SM94d8045b09022c49ed2a73d6340ecffa","received","2016-08-16 21:29:12.383173+00",TRUE
